Lower layer Super Output Areas Code,Lower layer Super Output Areas,Economic activity status,Observation
E01011559,Leeds 018C,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011559,Leeds 018C,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011559,Leeds 018C,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011559,Leeds 018C,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011559,Leeds 018C,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,9
E01011559,Leeds 018C,Economically active and a full-time student,34
E01011559,Leeds 018C,Economically inactive: Retired,181
E01011559,Leeds 018C,Economically inactive: Student,69
E01011559,Leeds 018C,Economically inactive: Looking after home or family,72
E01011559,Leeds 018C,Economically inactive: Long-term sick or disabled,117
E01011559,Leeds 018C,Economically inactive: Other,45
E01011560,Leeds 018D,Does not apply,508
E01011560,Leeds 018D,Economically active (excluding full-time students): In employment: Employee: Part-time,225
E01011560,Leeds 018D,Economically active (excluding full-time students): In employment: Employee: Full-time,353
E01011560,Leeds 018D,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,9
E01011560,Leeds 018D,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,8
E01011560,Leeds 018D,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,53
E01011560,Leeds 018D,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,50
E01011560,Leeds 018D,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,58
E01011560,Leeds 018D,Economically active and a full-time student: In employment: Employee: Part-time,11
E01011560,Leeds 018D,Economically active and a full-time student: In employment: Employee: Full-time,4
E01011560,Leeds 018D,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011560,Leeds 018D,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,1
E01011560,Leeds 018D,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,1
E01011560,Leeds 018D,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011560,Leeds 018D,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3
E01011560,Leeds 018D,Economically active and a full-time student,20
E01011560,Leeds 018D,Economically inactive: Retired,241
E01011560,Leeds 018D,Economically inactive: Student,81
E01011560,Leeds 018D,Economically inactive: Looking after home or family,113
E01011560,Leeds 018D,Economically inactive: Long-term sick or disabled,132
E01011560,Leeds 018D,Economically inactive: Other,81
E01011561,Leeds 006A,Does not apply,181
E01011561,Leeds 006A,Economically active (excluding full-time students): In employment: Employee: Part-time,102
E01011561,Leeds 006A,Economically active (excluding full-time students): In employment: Employee: Full-time,363
E01011561,Leeds 006A,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,5
E01011561,Leeds 006A,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,33
E01011561,Leeds 006A,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,46
E01011561,Leeds 006A,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,50
E01011561,Leeds 006A,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,23
E01011561,Leeds 006A,Economically active and a full-time student: In employment: Employee: Part-time,3
E01011561,Leeds 006A,Economically active and a full-time student: In employment: Employee: Full-time,0
E01011561,Leeds 006A,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011561,Leeds 006A,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011561,Leeds 006A,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,1
E01011561,Leeds 006A,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011561,Leeds 006A,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E01011561,Leeds 006A,Economically active and a full-time student,4
E01011561,Leeds 006A,Economically inactive: Retired,270
E01011561,Leeds 006A,Economically inactive: Student,36
E01011561,Leeds 006A,Economically inactive: Looking after home or family,37
E01011561,Leeds 006A,Economically inactive: Long-term sick or disabled,9
E01011561,Leeds 006A,Economically inactive: Other,26
E01011562,Leeds 012B,Does not apply,264
E01011562,Leeds 012B,Economically active (excluding full-time students): In employment: Employee: Part-time,136
E01011562,Leeds 012B,Economically active (excluding full-time students): In employment: Employee: Full-time,374
E01011562,Leeds 012B,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,12
E01011562,Leeds 012B,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,47
E01011562,Leeds 012B,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,73
E01011562,Leeds 012B,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,58
E01011562,Leeds 012B,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,25
E01011562,Leeds 012B,Economically active and a full-time student: In employment: Employee: Part-time,6
E01011562,Leeds 012B,Economically active and a full-time student: In employment: Employee: Full-time,1
E01011562,Leeds 012B,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011562,Leeds 012B,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011562,Leeds 012B,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
